3.88068e+13, 6, 83989, 125,12750, 0
3.88068e+13, 6, 83989, 125,12750, 1
8.74392e+13, 43569721, 83989, 125,12750, 0
1.01352e+14, 103475060, 190935, 164,27179, 0
5.51323e+13, 37, 367090, 220,51007, 1
1.19695e+14, 201145982, 367090, 220,51007, 0
1.27485e+14, 25019411, 94105, 98,15456, 1
6.29184e+13, 2, 94105, 98,15456, 1
7.66986e+13, 45081341, 87625, 114,13218, 1
1.31456e+14, 25203920, 94105, 98,15456, 1
1.27655e+14, 25027447, 94105, 98,15456, 1
6.66532e+13, 2, 94105, 98,15456, 0
7.13763e+13, 20013565, 42550, 97,7123, 1
1.30609e+14, 25163869, 94105, 98,15456, 1
2.50299e+14, 50340683, 94105, 98,15456, 0
1.28301e+14, 25057345, 94105, 98,15456, 1
3.42647e+13, 3, 82340, 250,13729, 1
7.81408e+13, 25626449, 82340, 250,13729, 0
1.27505e+14, 25022545, 94105, 98,15456, 1
2.44309e+14, 50057345, 94105, 98,15456, 1
1.27505e+14, 25022545, 94105, 98,15456, 1
1.2761e+14, 25025222, 94105, 98,15456, 1
2.44176e+14, 50051027, 94105, 98,15456, 0
3.13342e+13, 1, 42550, 97,7123, 1
7.13763e+13, 20013565, 42550, 97,7123, 1
1.01592e+14, 165372969, 309335, 223,43455, 0
7.28127e+13, 22575365, 56908, 311,9296, 0
9.64147e+13, 95822861, 177775, 157,25408, 0
1.27655e+14, 25027447, 94105, 98,15456, 1
2.44185e+14, 50050809, 94105, 98,15456, 1
6.28047e+13, 2, 94105, 98,15456, 1
1.2768e+14, 25027746, 94105, 98,15456, 1
6.27372e+13, 2, 94105, 98,15456, 1
7.40286e+13, 27638273, 56944, 125,9093, 0
5.89934e+13, 29, 310389, 805,44188, 0
1.28631e+14, 154983926, 310389, 805,44188, 0
7.18979e+13, 22516691, 47099, 101,7751, 1
7.97746e+13, 47583511, 89460, 143,13405, 0
6.27059e+13, 2, 94105, 98,15456, 1
1.27473e+14, 25018113, 94105, 98,15456, 1
2.439e+14, 50037959, 94105, 98,15456, 1
1.27505e+14, 25022545, 94105, 98,15456, 1
3.23694e+13, 3, 56195, 105,8979, 1
7.38848e+13, 27549012, 56195, 105,8979, 1
4.37867e+13, 25, 216454, 325,31391, 1
4.37867e+13, 25, 216454, 325,31391, 1
1.02588e+14, 108527529, 216454, 325,31391, 0
1.28184e+14, 25051924, 94105, 98,15456, 1
2.45348e+14, 50106485, 94105, 98,15456, 0
1.27748e+14, 25031631, 94105, 98,15456, 1
1.27498e+14, 25019270, 94105, 98,15456, 1
1.27477e+14, 25019034, 94105, 98,15456, 1
2.43904e+14, 50038175, 94105, 98,15456, 1
1.27994e+14, 25042358, 94105, 98,15456, 1
1.2769e+14, 25028201, 94105, 98,15456, 1
1.05328e+14, 84942480, 201925, 482,30489, 0
1.27693e+14, 25029096, 94105, 98,15456, 1
2.44346e+14, 50059073, 94105, 98,15456, 1
1.27446e+14, 25016891, 94105, 98,15456, 1
1.2917e+14, 155858918, 288610, 232,40695, 0
6.27372e+13, 2, 94105, 98,15456, 1
1.28045e+14, 25044724, 94105, 98,15456, 1
2.45068e+14, 50093228, 94105, 98,15456, 0
5.48065e+13, 50, 484285, 284,66854, 1
1.18462e+14, 265334878, 484285, 284,66854, 1
1.27448e+14, 25017682, 94105, 98,15456, 1
9.29271e+13, 90714391, 168760, 153,24189, 0
4.5911e+13, 13, 150730, 145,21751, 1
1.01303e+14, 81046361, 150730, 145,21751, 0
1.2809e+14, 25046817, 94105, 98,15456, 1
2.44185e+14, 50050809, 94105, 98,15456, 1
6.27372e+13, 2, 94105, 98,15456, 1
6.27372e+13, 2, 94105, 98,15456, 1
1.27655e+14, 25027447, 94105, 98,15456, 1
4.13571e+13, 2, 76661, 236,12899, 0
4.1357e+13, 2, 76661, 236,12899, 1
9.32485e+13, 27041327, 76661, 236,12899, 0
1.27453e+14, 25017929, 94105, 98,15456, 1
2.43856e+14, 50035880, 94105, 98,15456, 1
7.45711e+13, 22774874, 63775, 186,10655, 0
6.31888e+13, 2, 94105, 98,15456, 1
3.37149e+13, 4, 69595, 109,10780, 1
7.62605e+13, 35195952, 69595, 109,10780, 0
1.27662e+14, 25026914, 94105, 98,15456, 1
1.27662e+14, 25026914, 94105, 98,15456, 1
3.46142e+14, 53623636, 240352, 1953,40987, 0
3.45773e+13, 2, 50344, 357,8228, 1
7.82622e+13, 22824045, 50344, 357,8228, 0
1.27448e+14, 25017708, 94105, 98,15456, 1
2.43846e+14, 50035421, 94105, 98,15456, 1
2.43989e+14, 50042198, 94105, 98,15456, 1
1.27505e+14, 25022545, 94105, 98,15456, 1
1.11466e+14, 41, 401843, 236,55643, 1
1.11465e+14, 41, 401843, 236,55643, 1
2.41796e+14, 227721474, 401843, 236,55643, 0
1.27474e+14, 25018152, 94105, 98,15456, 1
1.19568e+14, 62, 669127, 1498,97272, 0
1.19568e+14, 62, 669127, 1498,97272, 1
1.19568e+14, 62, 669127, 1498,97272, 1
1.19568e+14, 63, 669127, 1498,97272, 1
2.60373e+14, 301088098, 669127, 1498,97272, 0
1.6741e+14, 33826380, 75624, 750,12386, 0
6.29323e+13, 2, 94105, 98,15456, 1
1.27947e+14, 25040187, 94105, 98,15456, 1
7.70704e+13, 22882449, 84999, 298,14351, 0
1.27655e+14, 25027447, 94105, 98,15456, 1
2.44185e+14, 50050809, 94105, 98,15456, 1
8.85807e+13, 110121327, 204820, 166,29065, 1
6.92047e+13, 2, 94105, 98,15456, 0
7.27326e+13, 2, 94105, 98,15456, 0
1.27505e+14, 25022545, 94105, 98,15456, 1
1.27447e+14, 25016943, 94105, 98,15456, 1
2.43848e+14, 50035529, 94105, 98,15456, 1
1.30082e+14, 25140090, 94105, 98,15456, 1
7.76763e+13, 37756210, 75384, 142,11576, 0
3.81136e+14, 66, 747990, 2271,108217, 0
3.81135e+14, 66, 747990, 2271,108217, 1
3.81135e+14, 66, 747990, 2271,108217, 1
3.81135e+14, 66, 747990, 2271,108217, 1
8.08195e+14, 365536116, 747990, 2271,108217, 0
3.13587e+13, 1, 42550, 97,7123, 1
7.14229e+13, 20014282, 42550, 97,7123, 1
1.20711e+14, 2, 109773, 1865,17612, 1
1.20711e+14, 2, 109773, 1865,17612, 1
1.20711e+14, 2, 109773, 1865,17612, 1
1.20711e+14, 2, 109773, 1865,17612, 1
2.54223e+14, 45007970, 109773, 1865,17612, 0
1.34502e+14, 25345243, 94105, 98,15456, 0
2.58235e+14, 50715686, 94105, 98,15456, 0
7.18979e+13, 22516691, 47099, 101,7751, 1
1.3182e+14, 25220807, 94105, 98,15456, 1
2.46526e+14, 50162267, 94105, 98,15456, 0
1.27524e+14, 25021231, 94105, 98,15456, 1
9.95181e+13, 27918866, 67378, 284,11244, 0
2.61815e+14, 161338292, 285652, 284,40456, 0
7.62155e+13, 41, 393492, 273,54750, 1
1.62954e+14, 215480722, 393492, 273,54750, 0
7.54952e+13, 25224983, 59420, 142,9725, 0
2.45027e+14, 50091311, 94105, 98,15456, 0
8.18831e+13, 23419728, 68177, 441,11118, 0
3.30802e+13, 3, 55590, 125,9060, 1
3.30802e+13, 3, 55590, 125,9060, 1
7.58161e+13, 25438747, 55590, 125,9060, 0
3.13348e+13, 1, 42550, 97,7123, 1
7.13774e+13, 20013582, 42550, 97,7123, 1
1.27465e+14, 25017775, 94105, 98,15456, 1
2.43885e+14, 50037257, 94105, 98,15456, 1
7.14268e+13, 20014342, 42550, 97,7123, 1
6.26937e+13, 2, 94105, 98,15456, 1
1.27449e+14, 25017734, 94105, 98,15456, 1
1.27449e+14, 25017734, 94105, 98,15456, 1
2.43847e+14, 50035475, 94105, 98,15456, 1
1.27461e+14, 25017567, 94105, 98,15456, 1
2.45899e+14, 50132594, 94105, 98,15456, 0
6.27372e+13, 2, 94105, 98,15456, 1
1.27505e+14, 25022545, 94105, 98,15456, 1
2.44309e+14, 50057345, 94105, 98,15456, 1
6.31054e+13, 2, 94105, 98,15456, 1
1.28313e+14, 25057891, 94105, 98,15456, 1
3.14416e+13, 2, 51647, 125,8543, 1
1.27655e+14, 25027447, 94105, 98,15456, 1
2.44185e+14, 50050809, 94105, 98,15456, 1
7.76314e+13, 27973739, 74149, 664,11737, 0
7.1411e+13, 20013565, 42550, 97,7123, 1
3.13714e+13, 1, 42550, 97,7123, 1
6.26937e+13, 2, 94105, 98,15456, 1
1.27449e+14, 25017734, 94105, 98,15456, 1
3.13342e+13, 1, 42550, 97,7123, 1
7.13763e+13, 20013565, 42550, 97,7123, 1
6.48108e+13, 2, 94105, 98,15456, 1
6.26933e+13, 2, 94105, 98,15456, 1
1.27446e+14, 25016878, 94105, 98,15456, 1
2.43846e+14, 50035394, 94105, 98,15456, 1
1.27505e+14, 25022545, 94105, 98,15456, 1
2.44309e+14, 50057345, 94105, 98,15456, 1
1.82794e+14, 2, 240352, 1953,40987, 0
3.78881e+14, 54126976, 240352, 1953,40987, 0
5.21488e+13, 2, 102986, 1495,16649, 1
1.13317e+14, 27282134, 102986, 1495,16649, 0
7.13994e+13, 20013921, 42550, 97,7123, 1
1.2745e+14, 25017047, 94105, 98,15456, 0
1.27591e+14, 25023638, 94105, 98,15456, 1
2.44185e+14, 50050809, 94105, 98,15456, 1
3.73993e+13, 5, 81193, 357,12749, 1
8.49621e+13, 33205802, 81193, 357,12749, 0
3.65348e+13, 9, 111444, 142,16452, 1
8.22909e+13, 57778038, 111444, 142,16452, 0
1.01386e+14, 175223203, 322015, 212,44912, 0
2.94501e+14, 103338161, 165213, 231,23756, 0
1.02465e+14, 28071733, 62855, 183,10275, 0
3.30792e+13, 3, 60580, 105,9561, 1
7.48339e+13, 30074099, 60580, 105,9561, 0
7.2607e+13, 25021884, 51590, 107,8358, 0
7.24687e+13, 25024747, 51565, 101,8342, 0
4.47453e+14, 195573627, 369522, 780,53475, 0
1.01653e+14, 93826704, 174405, 164,25003, 0
6.27565e+13, 2, 94105, 98,15456, 1
1.27581e+14, 25023857, 94105, 98,15456, 1
2.44116e+14, 50048192, 94105, 98,15456, 1
8.02836e+13, 60157989, 114670, 129,16875, 0
3.27635e+13, 4, 69595, 109,10780, 1
7.42343e+13, 35027246, 69595, 109,10780, 1
3.97226e+13, 18, 195805, 156,27846, 1
8.82298e+13, 105169110, 195805, 156,27846, 1
9.04833e+13, 110278147, 204820, 169,29065, 1
3.13343e+13, 1, 42550, 97,7123, 1
7.13764e+13, 20013567, 42550, 97,7123, 1
4.13074e+13, 23, 238115, 182,33539, 1
1.27509e+14, 25020529, 94105, 98,15456, 1
1.38289e+14, 145420099, 319985, 577,47030, 0
7.95228e+13, 62561420, 119565, 136,17558, 0
1.28588e+14, 25070709, 94105, 98,15456, 1
2.46172e+14, 50145500, 94105, 98,15456, 0
8.40767e+13, 80185417, 150730, 145,21751, 0
3.88579e+13, 17, 186790, 161,26627, 1
8.64363e+13, 100090676, 186790, 161,26627, 1
2.43851e+14, 50035637, 94105, 98,15456, 1
1.30638e+14, 167759997, 317270, 297,44840, 0
7.65624e+13, 47, 503030, 704,72664, 0
7.65624e+13, 47, 503030, 704,72664, 1
7.65624e+13, 47, 503030, 704,72664, 1
1.68603e+14, 235191178, 503030, 704,72664, 0
7.55843e+13, 23138067, 56953, 153,9467, 0
1.02496e+14, 89257569, 165347, 153,23715, 0
1.27655e+14, 25027447, 94105, 98,15456, 1
2.44185e+14, 50050809, 94105, 98,15456, 1
7.70083e+13, 45102368, 87625, 117,13218, 0
7.953e+13, 50068032, 92290, 133,13747, 0
3.58169e+13, 8, 105655, 125,15656, 1
8.04386e+13, 55215841, 105655, 125,15656, 1
6.26965e+13, 2, 94105, 98,15456, 1
9.85511e+13, 96623126, 242997, 664,36597, 0
9.56388e+13, 61453353, 135602, 295,20524, 0
1.16112e+14, 186263425, 340045, 226,47350, 1
6.2924e+13, 2, 94105, 98,15456, 1
1.24839e+14, 131540350, 251840, 283,36071, 0
4.28079e+13, 17, 186790, 155,26627, 1
6.27214e+13, 2, 94105, 98,15456, 1
1.27505e+14, 25019621, 94105, 98,15456, 1
1.27446e+14, 25016891, 94105, 98,15456, 1
2.43846e+14, 50035421, 94105, 98,15456, 1
6.26955e+13, 2, 94105, 98,15456, 1
1.27655e+14, 25027447, 94105, 98,15456, 1
1.27655e+14, 25027447, 94105, 98,15456, 1
1.37078e+14, 170816756, 311987, 234,43721, 0
1.81699e+14, 27512280, 94105, 98,15456, 1
3.54364e+14, 55218152, 94105, 98,15456, 0
1.92173e+14, 7, 336848, 3205,55389, 1
1.92173e+14, 7, 336848, 3205,55389, 1
1.92173e+14, 8, 336848, 3205,55389, 1
1.92173e+14, 7, 336848, 3205,55389, 1
4.00045e+14, 81629198, 336848, 3205,55389, 0
3.73328e+13, 10, 118574, 489,18399, 1
8.65418e+13, 48190579, 118574, 489,18399, 0
3.43631e+13, 8, 101675, 125,15119, 1
6.34084e+13, 2, 94105, 98,15456, 1
2.40357e+14, 158, 1515073, 1056,209581, 1
2.40356e+14, 158, 1515073, 1056,209581, 1
5.05686e+14, 813246594, 1515073, 1056,209581, 0
3.18118e+13, 2, 51565, 101,8342, 1
7.23409e+13, 25022783, 51565, 101,8342, 1
8.58445e+13, 90182691, 168760, 153,24189, 0
3.24092e+13, 4, 60387, 108,9538, 1
7.44453e+13, 30074748, 60387, 108,9538, 0
1.28876e+14, 51007641, 102016, 185,15586, 0
8.01411e+13, 60079717, 114670, 126,16875, 0
1.33516e+14, 25298783, 94105, 98,15456, 1
7.70998e+13, 50076117, 96640, 121,14437, 1
2.45258e+14, 50102246, 94105, 98,15456, 0
5.98123e+13, 52, 501899, 298,69151, 1
1.29204e+14, 273434684, 501899, 298,69151, 0
5.002e+13, 11, 132700, 134,19313, 1
1.10615e+14, 72621109, 132700, 134,19313, 0
1.27513e+14, 25020724, 94105, 98,15456, 1
6.14642e+14, 256, 2330683, 1959,318385, 1
6.14645e+14, 256, 2330683, 1959,318385, 1
6.14642e+14, 256, 2330683, 1959,318385, 1
1.29759e+15, 1300964862, 2330683, 1959,318385, 0
7.5375e+13, 40049748, 78610, 113,11999, 0
8.49014e+13, 67884990, 135355, 179,19972, 0
1.29803e+14, 25126403, 94105, 98,15456, 1
1.27505e+14, 25022545, 94105, 98,15456, 1
6.34271e+13, 2, 94105, 98,15456, 1
1.28988e+14, 25089260, 94105, 98,15456, 1
2.46986e+14, 50184029, 94105, 98,15456, 0
6.30726e+13, 2, 94105, 98,15456, 1
6.27455e+13, 2, 94105, 98,15456, 1
1.27556e+14, 25021974, 94105, 98,15456, 1
6.27372e+13, 2, 94105, 98,15456, 1
1.27655e+14, 25027447, 94105, 98,15456, 1
2.44185e+14, 50050809, 94105, 98,15456, 1
9.13111e+13, 105420173, 188680, 231,26758, 0
6.27029e+13, 2, 94105, 98,15456, 1
1.27531e+14, 25020804, 94105, 98,15456, 1
2.44018e+14, 50043548, 94105, 98,15456, 0
1.03349e+14, 96301778, 177775, 157,25408, 0
8.95351e+13, 115168566, 213835, 173,30284, 0
1.28068e+14, 25045816, 94105, 98,15456, 1
8.16942e+13, 65309394, 154563, 311,23502, 0
6.28845e+13, 2, 94105, 98,15456, 1
1.27847e+14, 25035533, 94105, 98,15456, 1
1.30133e+14, 25141730, 94105, 98,15456, 1
2.49326e+14, 50294702, 94105, 98,15456, 0
7.18681e+13, 22519693, 50445, 117,8330, 1
6.26936e+13, 2, 94105, 98,15456, 1
4.83564e+13, 37, 367090, 241,51007, 1
1.27655e+14, 25027447, 94105, 98,15456, 1
6.28879e+13, 2, 94105, 98,15456, 1
1.27856e+14, 25036675, 94105, 98,15456, 1
1.50543e+14, 68304267, 123685, 133,18094, 0
1.50912e+14, 26103572, 94105, 98,15456, 1
2.91684e+14, 52290677, 94105, 98,15456, 0
6.27497e+13, 2, 94105, 98,15456, 1
7.7418e+13, 50075336, 96640, 121,14437, 0
9.97891e+13, 133097281, 247211, 186,34767, 0
7.65349e+13, 28104146, 90235, 294,14936, 0
1.27628e+14, 25026041, 94105, 98,15456, 1
2.44212e+14, 50052728, 94105, 98,15456, 1
1.12467e+14, 166299430, 303985, 213,42474, 0
1.27446e+14, 25016852, 94105, 98,15456, 1
2.43845e+14, 50035340, 94105, 98,15456, 1
6.27049e+13, 2, 94105, 98,15456, 1
1.27472e+14, 25018826, 94105, 98,15456, 1
2.11159e+14, 153586497, 281085, 204,39369, 0
2.65113e+14, 51040280, 94105, 98,15456, 0
2.44309e+14, 50057345, 94105, 98,15456, 1
2.44137e+14, 50049164, 94105, 98,15456, 1
6.27149e+13, 2, 94105, 98,15456, 1
1.27491e+14, 25018984, 94105, 98,15456, 1
2.43938e+14, 50039768, 94105, 98,15456, 1
5.4002e+13, 25, 285259, 441,41766, 1
1.2001e+14, 129873034, 285259, 441,41766, 0
1.27488e+14, 25018828, 94105, 98,15456, 1
2.43931e+14, 50039444, 94105, 98,15456, 0
6.2761e+13, 2, 94105, 98,15456, 1
1.2759e+14, 25024299, 94105, 98,15456, 1
7.74008e+13, 40168910, 78610, 113,11999, 0
2.48328e+14, 50247506, 94105, 98,15456, 0
4.0281e+13, 12, 141715, 132,20532, 1
8.97266e+13, 75728870, 141715, 132,20532, 0
2.4392e+14, 50038904, 94105, 98,15456, 1
1.27505e+14, 25022545, 94105, 98,15456, 1
2.44309e+14, 50057345, 94105, 98,15456, 1
3.74453e+13, 9, 142122, 312,22029, 1
8.4573e+13, 55616896, 142122, 312,22029, 0
1.28134e+14, 25048845, 94105, 98,15456, 1
8.00579e+13, 60145833, 114670, 117,16875, 1
7.45463e+13, 35059355, 71194, 127,11081, 1
